UniqueCount	AmbigCount
0	3
0	0
0	405
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	8
6	26
0	1
0	1
0	16
0	1
0	20
6	4
16	184
2	18
0	10
46	0
0	0
0	38
2	11
0	0
81	55
0	2
0	0
0	0
4	1048
0	70
0	93
2	79
0	79
0	41
54	41
0	0
0	35
0	0
0	0
0	6
0	0
0	19
0	0
0	5
4	7
0	20
0	2
0	0
0	56
0	33
0	36
0	35
0	44
0	28
0	17
0	33
0	28
11	11
0	12
0	0
0	0
0	6
0	15
5	0
0	4
0	0
0	5
0	3
4	219
0	0
0	2
0	5
0	1
2	1
10	20
0	1
0	1
0	27
0	5
0	4
0	4
0	18
0	5
0	2
0	0
0	0
397	33794
781	15355
155	28823
0	2
36	4742
0	0
5552	22449
8	4185
0	7
7	0
67	858
0	10
0	2
6	0
0	0
0	20
0	14
0	14
0	18
0	14
0	11
0	10
0	14
0	14
0	23
0	14
0	14
0	14
0	18
0	18
0	17
3	8
0	1
0	1
0	2
0	0
2	0
0	0
0	0
0	9
0	0
0	0
0	0
0	0
9	90
0	18
0	18
0	0
0	7
0	7
0	0
25	19
0	0
0	109
0	107
2	136
0	12
0	148
5	2
0	127
0	136
4	0
0	105
0	136
0	109
0	127
3	0
0	109
0	62
0	0
0	107
0	109
0	112
0	109
0	7
0	58
0	62
0	62
0	107
0	127
0	123
0	127
0	109
0	107
0	112
0	107
0	7
0	112
0	127
0	107
0	7
0	0
0	12
0	7
0	62
0	0
0	0
0	0
181	339
37	299
23	40
0	0
4	11
1	0
104	64
25	64
39	66
0	66
0	4
0	320
0	320
0	1
0	322
0	37
0	39
0	44
0	36
0	36
0	319
0	62
0	0
0	11
0	10
0	10
44	966
0	899
588	993
0	0
0	15
80	24
125	4
0	0
2	4
5	4
325	89
0	85
1	85
0	0
6	21
0	0
0	0
0	0
0	0
492	0
104	940
19	919
46	888
6	825
0	874
0	352
8	873
0	2
0	0
0	10804
10	10765
0	10743
0	10782
0	4
2	34
20	5
0	0
3	31
51	10042
2	2293
0	132
0	132
0	106
0	132
0	132
0	132
4	132
0	132
0	79
0	110
1	0
0	0
8	0
0	659
0	663
0	672
0	672
32	645
0	663
12	659
0	42
0	216
6	48
0	31
0	35
0	9
0	2
0	0
0	2
0	2
2	0
18	0
0	0
9	0
0	0
0	0
0	0
1350	0
0	0
0	23
0	23
0	0
0	0
6	6
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	50
0	45
0	24
0	53
0	53
0	47
0	32
0	30
0	24
0	24
0	30
0	45
0	48
0	0
0	2274
0	2220
0	2193
11	2104
1	2048
0	127
0	63
701	0
4	62
6	41
18	59
0	10
0	0
13	0
0	1294
0	1297
0	1281
0	518
0	443
0	260
0	274
1	122
0	204
0	83
4	18
0	41
0	64
0	32
1	35
0	1
0	13
0	19
4	28
2	0
8	8
2	0
0	204
0	33
0	201
0	201
0	2
0	204
0	0
0	8
0	1562
0	1575
0	933
0	219
0	9
0	30
0	31
0	5
16	28
0	23
114	13
0	13
0	0
0	0
0	280
0	39
0	14
0	59
0	7
0	232
0	218
0	1687
0	1740
0	1738
0	1709
1	1438
0	1709
0	1733
0	1705
27	1554
0	1610
0	1679
0	1717
0	1682
0	1514
0	674
0	665
0	246
0	153
0	151
0	267
0	146
0	118
0	93
0	61
0	57
0	68
0	0
0	15
0	49
0	25
0	38
0	53
0	29
0	38
0	3
0	0
0	33
0	108
0	112
14	98
0	60
0	16
0	21
0	18
0	19
0	12
0	2
0	11
0	11
0	0
7	0
0	105
1583	124
0	23
872	0
4	2849
51	2882
0	141
0	142
0	71
0	16
0	22
0	0
0	5811
0	5949
0	6001
0	4750
0	5984
0	1159
0	1030
19	380
1	11
0	3
2	2398
0	2365
38	2298
6	2328
4	73
0	27
0	0
0	4234
1	4354
2	3939
12	3685
0	4082
0	3864
0	3383
0	3396
0	1034
0	820
